clean,label,label_id,source_file
ای زن راست میگه,Neutral,2,kaktos
ماشاءالله تبارك الله لشكر صاحب,Happy,1,kaktos
شنیداری بیشتر موثرتر است,Neutral,2,kaktos
لشکر ی خدا نگهدار تان باشد,Hope,0,kaktos
جای شرم است,Sad,5,kaktos
تشکر لشکری صاحب و احمدزی عزیز و مینه جان,Happy,1,kaktos
آقای لشکری سلام علیکم ممنون و متشکر از جزئیات شما,Happy,1,kaktos
اين مذدوران و غلامان اجير هـيچ نميخواهـند كه مردم مظلوم ما در صلح زنده گي كنند. شر اندازى نكنيد وطنفروشان و دزدان بيت المال,Anger,6,kaktos
روز سیاه و آغاز بدبختیهای مردم افغانستان,Fear,7,kaktos
یگ آیه قرآن را یاد داره دهرجا امورا صادر میکنه ای مرغ دزد..,Anger,6,kaktos
توران پای روسهها شیر است توران تیکه خوردی که غلط کردی,Disgust,4,kaktos
از معرفی کردن خودش معلوم شد که چقدر یک زن با استعداد است هههههههه . لشکری صاحب با دعوت کردن چنین اشخاص دیوانه را در برنامه تان ضایع کردن وخت بیننده ګان تان است نه تنها ضایع وخت بیننده های تان بلکه توهین بزرګ به بیننده های تان است .امیدوارم چنین اشخاص دیوانه بودری را در برنامه خود دعوت نکنید,Sad,5,kaktos
زنده باد طالبان نیرو بفرستید سوریه مخالفانش کمککنیت,Suprise,3,kaktos
امیر دول بت تخما....رهبر نیم کون میدن بت پتلا....اگر ندن به پیامبرشان یزید ابن مرجانه بن ابی سفیان ....زن پولی پرچمی دار,Neutral,2,kaktos
ما میخواهیم با اسرائیل بجنگیم وعده صادق ۳,Fear,7,kaktos
همین آدم مادر جنده ها هم در فرار و باز لابگری نسل خر طالب را میکنن و نسل خر طالب بسیار کار های اخلاقی خراب را میکنن,Disgust,4,kaktos
گفته میشود که آقای حضرت علی بیسواد است، ولی عقل و منطق موصوف بمراتب بالاتر از آقای لشکری میباشد. وقتی حکومت منتخب و مردمی شکل بگیرد، حاجت به جنگ چیست؟ تلاش همه بزرگان این است که طالبان به خواست مردم لبیک بگویند و این همان راه حل است.,Suprise,3,kaktos
درود بر پدارم گرامی,Happy,1,kaktos
ای ادم کش وخاین دوز وطن فوش هستیند مر گ به تو,Disgust,4,kaktos
سوال یک چیز و جواب دیگه چیز میدهد . لشکری را هم گنگس شد,Suprise,3,kaktos
از خود دفاع كنند,Disgust,4,kaktos
داکتر صاحب نجيب الله انسان باشخصیت و مسلمان کامل بود ولی آن جهادیان یکی شان مسلمان نیستند نجيب الله آنقدر به دین خود محکم بود که جهادیان دزد و ملا گک های بیسواد به پایش نمیرسند.و بلاخره توسط باداران جهادیان بکمک همان افغان های خائن شهید شد.,Anger,6,kaktos
خدا کند که یک روز افغانستان هم آزاد شود از دست طالبان تروریست,Hope,0,kaktos
حمید خراسانی تاریخ مصرف تمام شده تو داعش شدی کشته میشی انشالله مردار میشی جوان های بی گناه پنجشیر وکابل را در دام طالب وحشی انداختی,Fear,7,kaktos
من که یکی از پیروان رهبرم دوکتور صایب نجیب الله شهید هستم چطور بتوانم به دفتر شما ثبت نام شوم و برای رهبر شهید خود مبارزه کنم,Neutral,2,kaktos
محترم لشکری صاحب. از مهره های سوخته وچوب های پوسیده کشتی نجات ساخته نمی شود. هر که نان دهد فرمان دهد. بیست سال به دزدان وجنایت کاران پول وقدرت داده شد وحالا به دشمنان بشریت ودشمنان علم ودانش وپخش جهالت قدرت داده شده است.,Anger,6,kaktos
ژنرال حاشیه نرو قسم خوردن شما که درمقابل دشمن چه داخلی چه خارجی دفاع میکنید چه شد,Suprise,3,kaktos
این دلقک چی میگپلشت خود امریکا با همکاری پاکستان و عربستان و امارات طالبان را ب افغانستان صادر کرد و با اشغال افغانستان ب ان در کشور ریشه و هویت داد و پس از بیس سال غارت و کشتار در کشور ب طالبان اجازه داد تمام مخالفین را سرکوب و ترور کنند تا راه برای طالبان باز شود و پی از ان امریکا رفت و کشور را ب داعشی ها داد بعد این دلقک میگ جهاد در راه خداداعشم همینو میگفت مثل اب سر بی گناه میبرید مثل کار طالب چقدر قشنگ اراجیف طالب را در رنج مردم ب خورد مردم میدهد حروم لقمه تکفیری شماسالها جنگ غارت تجاوز تخریب ویرانی کشتار اوارگی فقر و گرسنگی را ب مردم تحمیل کردین نجاست های تروریست,Sad,5,kaktos
اووو هزاره موش خور اصلاح نمیشی چهره ببوی خده کشیدی,Disgust,4,kaktos
گفتی ملا برادر زخمی است,Suprise,3,kaktos
یماجان عزیز درقلب ماو مردم همیشه زنده است,Suprise,3,kaktos
می فهمیم که راه چاه خودره بلدهستی عین فرارکردن همگی میدی دن,Sad,5,kaktos
مظلوم نمایی نکن بارکزی تو یک خاین بین الملی هستی سگ طالب از شما نوکران غرب بهتر هست,Disgust,4,kaktos
اول فدرال دو تجزیه,Sad,5,kaktos
سناتور پلاستیکی همان صادرات بوده که در بيست سال جمهوریت یک وجب از خاک وطن را به طالب جنایت کار و نوکران پاکستان نداد فراموش نکنید که فردا می آید,Fear,7,kaktos
آقای لشکری مصاحبه خیلی به موقع و بجا با کثیف ترین و خبیث ترین خود فروخته به اصطلاح ما مردم پشت که در شرایط فعلی هیچ کسی حاضر نیست با او نشستی داشته باشد، مصاحبه کردید. در حقیقت او را واضحا با سخنان خودش بی عزت کردید. تشکر.,Disgust,4,kaktos
کدام امیر امیر به امین میگن دروازه دانش بند باشه,Suprise,3,kaktos
تلفظ را یاد ندارید هر دویتان اوزبک نیست اوزبیک است اوزبیک یعنی پدرتان اول یاد بگیرید بعد نام بزرگ اوزبیک تبار را بگیرید,Anger,6,kaktos
طالبان مقصیر هست کار درست نمکند همه دنبال نان جان مدهد,Sad,5,kaktos
زما پلار دَ ډاکټر نجیب دَ وخت یو ډګروال وو کیسه به یې کوله چې په حربي ښوونځي کی به مونږ کله حمام ته لاړو نو زمونږ دَ کالو نه به غلا کېده وایي یوه ورځ مو غلو ته کمین و نیوو او چې کله غله دَ غلا لپاره راغلل نو پرې ور حمله مو کړه او ښه مو ووهل او ومو نیول وایي کوم غل چې ماته په لاس راغلی وو ما یې سوږمې په سوک ور ماتې کړې وې وایي کله چې مو دَ غلو څهري ښکاره کړې نو ما پکې په اسماعیل خان سوږمې ماتې کړې وې دا اوس چې یې پوزه دومره لویه ده دا د حربي ښوونځي د وخت څخه ده همدغه اسماعیل خان چې بیا په نوم مجاهد شو او وطن یې برباد کړو دوی له اوله سره په غلا عادت وو.,Neutral,2,kaktos
معامله اصلی را خو غنی فاشیست کسیف ملعون انجام داد که سربازان قهرمان مان را به کشتار فرستاد زمانی که به سنگر فرستاده مشودند بعد هیچ گونه اکمالات تسلیحاتی و لجستیکی برای شان قصدن نمی رساندن!! حالا آقای مختار آمده بزرگ نمایی و طالب نمایی مکند به ولای علی همین اکنون اگر سنگر به سنگر جنگ شود باز دیده میشود که چند مرده حلاج است طالب، آمریکا خلیلزاد و غی ملعد دست به دست هم دیگر شان داد طالبان را به قدرت آوردهاند، آمریکا پلان های خودش را توسط طالب در منطقه به دست میآورد، واگرنه آمریکا تا هزار دالر گیرش نيايد، هیچگاه صددالر مصرف نمکند، آمریکا عاشق چشم وابروی طالب نیست، منافع خودش مهم است، همانند سیاست مداران نالایق وخیانت وطن فروش افغانستان نیست، این قدر که سیاست مداران چپ و راست و مجاهد طالب وووو افغانستان وطن فروش و مردوم فروش هستند در هیچ جای دنیا نزیرش را نمتوانید پیدا کنيد.,Sad,5,kaktos
روسیه هم مانند افغانستانی ها ساده شده و بالای ترامپ و آمریکا باور کردند.,Suprise,3,kaktos
داکتر نجیب آینده را پیشگوی کرده بود,Suprise,3,kaktos
چرا بالای غنی دوز ینتهاری نه کردن همه خیانت کار است اگه یی واقی قران خانده و ینجینر بوده اخلاق گف زدنش دوروغ گو میمانه همه دونیا بد است یک یی خوب,Anger,6,kaktos
من خودم جانم را فدایش میکنم چی میگی جناب لشکری صاحب ما مردم ازبک بخاطر آخرین قطره خون خود میجنگیم خودتان بهتر میفامید,Happy,1,kaktos
خلیل زاد غنی کرزی یک هدف را دنبال می کردند به حاکمیت رساندن همتباران انتحارری شان را فقط به دلایلی قومی و اوغان بودن,Suprise,3,kaktos
لشکری صاحب افتخار هستی نفر ره بیخی شرماندی,Happy,1,kaktos
بیغیرت ترین قوم همی مردم هزاره هستن هزاره میره د سوریه بخاطر بشار جنگ میکنه ولی در وطن طالب سر زن و دختر هزاره تجاوز میکنه ای بیغیرت ها سکوت کردن هزاره بیغیرت د صفحه هات مجازی جنساید هزاره هشتک میکنن ولی غیرت ندارن کت طالب بجنگن مردم خود ازاد کنند هر روز خانه هزاره و زمین هزاره غصب میشه هر روز هزاره کوچ اجباری میشه ولی همه شان غیرت ندارن برن جنگ کنن و مردم خود ازاد کنن,Sad,5,kaktos
خو خو ای گوساله گگ خوده زیاد ایلا داد روزی نشوه که باز گو شوه,Disgust,4,kaktos
خدا وند منان بشرمانه شما هاره از افغانستان فرار کردین اما برای چور چپاول کمر بسته برگشتید استین برزده برای دوزدی لعنت خدا وند برسر شما,Fear,7,kaktos
ولا دروغ ميگي حزبي إسلامي تولي ٤ سال با مجاهدين درگير بود نه با إتهادي شوروي وكمونيستا إين نظري من نه بلكي نظري تمامي ملتي أفغانستان است,Sad,5,kaktos
پیام یک فراری بزدل و لافوک دولت مزدور غنی چه اهمیتی دارد ؟,Suprise,3,kaktos
جانم جانم مفتون صاحب,Happy,1,kaktos
گوپیرکنجاره خواب میبینه ازدست تان هیچ چیزنمیایه چهارتا مردم مظلوم هزاره راارام بانین اولوده کله خر,Disgust,4,kaktos
خیلی عالی و علمی صحبت میکند ؛ تلاشها و کوشش های علمی عبدالعلی فایق برای دست اندرکاران این برنامهء مسخره که خودشان در تبعید بسر می برند قابل فهم نیست,Happy,1,kaktos
برو گمشو مرتیکه,Anger,6,kaktos
د خر زوی تاسو دامریکا په زور راغلی یی دا د شریعت په لحاظ چی شی دی؟,Anger,6,kaktos
اسرائیل توجنگ روزه نتنهافلوسطین بلکه کون تمام اعراب وهم پیمانانشان گذاشت زنده باداسرائیل مرده با اعراب ..,Disgust,4,kaktos
ژنده باد امارت اسلامی,Happy,1,kaktos
اوبرادر چندبار گفتیم جنرال ظاهر ظاهر مهمان کنید هرکی موافق است لایک کند,Neutral,2,kaktos
سلام و درود بر شما آقای لشکریان چوپای تن کسی بود که مردم مظلوم افغانستان را به دست تروریستهای قطر و پاکستان و طالبان فروخت مردم افغانستان نباید سر جو بایدن و قطر اتصال روان میکرد و اعتبار میکرد جوانان مال مردم ما را آواره پاکستان و ایران کرد,Neutral,2,kaktos
مارشال دوستم واقعیت ها را فرموده است,Happy,1,kaktos
درود ها نثار تان جناب پدرام,Happy,1,kaktos
خداوند شما را هم ببخشد همین که اعتراف کردین به معنی توبه هست خدا خیرت بده اولين کسی هستی که پشیمان و توبه کردی,Hope,0,kaktos
تاجك ها يكتازي را دوست داره. براي همين پشتون ها تير باران ميكنه. جنگ هاي داخلي هيچ وقت فراموش نميشه. كي ها بود كه غرب كابل را زير اتش توپ و راكت گرفته بود,Neutral,2,kaktos
خانم بارکزی واقعا حرف حقیقت راگفت,Happy,1,kaktos
دست هر دویتان درد نکنه,Happy,1,kaktos
طالبان فقط مزدور پول دالر آمریکا است و بس درآينده نزدیک سر نوشت شان معلوم میشود دستور خود را از فطر وپاکستان میگرند واستادجلال واقعیت ها را اظهار کرد,Suprise,3,kaktos
این مرده گاو بسیار شباهت به الپچینو پیدا کرده.,Suprise,3,kaktos
پاکستان کسانی را از بین برده که بعنوان مجرم فراری در افغانستان بصورت غیر قانونی اسکان داده شده و این عملکرد حق مسلم پاکستان بوده و است که دشمنان اش را در هر نقطه از جهان میتواند نابود کند. پاکستان تروریست ها را زیر خاک کردند با امید حملات بیشتر,Neutral,2,kaktos
آقای دوستم خودت یک بیسواد استی، آیا معاون رئیس جمهور نبودی ؟و بار ها لاف زدی که طالبان را نابود میکنی و بلاخره فرار کردی ،حالا چی فعالیتی داری، بفرماید ایستادگی کنید تا طالبان نابود شوند.,Suprise,3,kaktos
درود. بر اقاى لشكرى عزيز و اقاى امانى عزيز,Happy,1,kaktos
معنوی !کشتار وقتل عام وبمبارد مردم افشار را چگونه توجهی میدهید,Suprise,3,kaktos
زنده باد قهرمان ملی خراسان احمد شاه مسعود کبیر,Happy,1,kaktos
حالی این گوساله چی وخت گاو خواهد شد .همه اش دیده درآیی و لجاجت,Suprise,3,kaktos
تحلیل خانم مینه اکبری بسیار عالی و قابل درک بود تشکر از ایشان,Happy,1,kaktos
او برادر عزیز پروانی صاحب. ما افغان ها چرا همیشه شکوه و شکایت میکنیم. اگر پول کنسرت شما را نه پرداختند نظر به وعده. این مشکل نبود یک قرار نامه است. از این به بعد کوشش کنید که تنها به کاغذی تحرير شده یعنی قرار داد رسمی اعتماد کنید نه به دلقک های آمریکایی. شک نکنید. امیدوارم همیشه شاد و سلامت باشید.,Sad,5,kaktos
جزایر قدرت یعنی از بین بردن حضور سایر اقوام ساکن کشور در محور قدرت دولتی و تصمیم گیری های سیاسی میباشد . این آدم یک عنصر وابسته به غرب است . امروز در تیم شامل شده که از دزدان قبلی دزدی نجومی و خاموش میکنند . یعنی گرگ لباش میش را بتن کرده و اذهان را میخواهد فریب دهد . و جه مشترک او اشتراک و پیوند های قومی وقبیلوی و حاکمیت مطلق میباشد . شعار مبارزه با آمریکا و شوروی یک لقلقه زبان میباشد . !!!,Sad,5,kaktos
ذنده باد نامی فرزندی برومندی مردومی افغانستان داکتر صاحب نجیب.,Happy,1,kaktos
احمد شاه مسعود آنسان خوب وطن پسرت بود جانش فداه وطن کردشماچی آدم های پست به شرف شماکه توانه نداشت خوب جنگ نمکرد باه آمریکایی بازه که جنگ کرده صلح نمکرد باه آمریکایی احمد شاه مسعود باه روسیه جنگ به زری بیرون کرده جانم فداوطن,Sad,5,kaktos
طالب یعنی همین هیچ دیگه......,Suprise,3,kaktos
این از اقوام پشتون خود پشتبانی می کند کشتن خو وظیفه این قوم می باشد,Sad,5,kaktos
ماستر صاحب شما را به این پست کی آورد و کی شما را مقرر کرد واضح سازید,Suprise,3,kaktos
اینها بخاطر بدست آوردن دوباره قدرت زن و فرزند خوده هم میفروشند از اینها توقع نداریم که د فکر نریختن خون جوانان بد بخت، فقیر و گرسنه افغانستان باشند,Anger,6,kaktos
تو گو خوردی قاری عسوی,Disgust,4,kaktos
کاملا دروغ، مغرضانه و بي اساس,Sad,5,kaktos
متاسف هستم ک قوم پرستی راه انداختین,Anger,6,kaktos
بسیار یک دیپلومات قوی و فهمیده . درک اکثر جوابات حوصله و سخن فهمی میخواهد.,Happy,1,kaktos
آقای لشکری واقعا بسیار بناموس بودی,Disgust,4,kaktos
اقای کابلی دم خود بر احمد مسعود بستند هلاکت است از همان اخوری که طالب تغذیه میشود احمد مسعود از ورود احمد مسعود در دولت غنی سر در ان اخور داشت اقای نظری مامور سی ای تشریف دارد ... خبر نداری اقای کابلی !!!!,Disgust,4,kaktos
افتخار هستید لشکری صیب,Happy,1,kaktos
مه زن مزاری زن گلبدبن حکمتیار زن احمدشاه مسعود و زن دوستم ره گایدم تمام بدبختی از دیت همین ها آست,Disgust,4,kaktos
کدام جبهه مقاومت مقاومت وجود ندارد,Suprise,3,kaktos
اسراییل پیامبربرحق الله ست بایدخیلی سریع بشاراسد زرافه بی قواره وبی خاصیت سوریه راترور کند,Fear,7,kaktos
کاروان تیریږی سپی غپیږی,Fear,7,kaktos
وقتی کسی مثل مهمان شماوجدانش لگدمال میشه اینطورمیشه,Suprise,3,kaktos
مزاری یک انسان خودخواه و لجوج بود زمینه سازی تمام جنګ های غرب کابل را مزاری کرد و آخر به سزای اعمالش رسید.,Sad,5,kaktos
با وجود این حیوانات وحشی افغانستان هزاران سال دیگر هم تغییر نمیکند,Fear,7,kaktos
دورغ هم از خود هد داره ای خبر نگار چقدر پول گرفته ما در پهلوی میدان هوائی زندگی میکنیم هچ بر خوردی صورت نگرفته,Suprise,3,kaktos
چه بگویم تشکر کنم، تقبیح کنم، تمام مصاحبه شما با معامله گران افغانستان، دین و جهاد و معامله گران خون شهدا تاثر آور و شکنجه کننده روح و روان مسلمانان آزاده است، ازینکه خودم از سال ۱۳۵۰ در بطن مبارزه اسلامی بودم و در وقت داود مستبد با برادرم که یک انجنیر اردو بود و در زمان ساخت شفاخانه چهارصد بستر در آنجا ایفای وظیفه میکرد به زندان رفتم. که بعدا من از بندیخانه آزاد و او را با آمدن رژیم جانی کمونست با تعدادی از شخصیت های علمی، سیاسی و نظامی شهید کردند، بعد از آن در دوران جهاد در راس یک جبهه بودم که اکثر مجاهدین آن از تمام ولایات کشور و شخصیت های تحصیل کرده داکتر، انجنیر، صاحب منصب وغیره بودند. ازینرو از تمام ادعاداران صادق و کاذب میدان جهاد و مبارزه، پشاور و تهران آگاهم و ضمنا از ریشه درگیری و جنگ های تنطیمی هم که همه آن جنایت است و هیج توجیه ندارد. ولی چهار تن کلیدی که هر یک گلبدین، دوستم، مسعود، مزاری که بانی جنگ هستند، همه آن جنایت کار، مزدور، مردود و به هیچ وجه قابل بخشش نیست و از نگاه دین و سیاست و منافع ملی هیچ قدسیت ندارند، حتی آنها را به القاب رهبر، مجاهد، مسلمان و افغان صدا کردن به نزدم جنایت است، که ذیلا میخواهم هر یک آنرا با چهره منحوس شان معرفی کنم. ۱ . گلبدین عضو حزب پرچم و شاگرد نظام الدین تهذیب و شخص مورد اعتماد کی جی بود، که او را در بطن نهضت مسلمانان جای دادند و در وقت داود باساس لزوم دید کی جی بی کودتاهای فرمایشی براه انداختند و تمام منسوبین مسلمان اردو را به چنگال کمونستان که در بطن رژیم داود برای قلع و قمع رهبران واقعی کشور و صاحب منصبان مسلمان اردو جا گرفته بودند دادند، و این گلبدین بود که اردو را از مسلمانان تصفیه و برای کودتای هفت ثور زمینه سازی کرد، بعدا به دستور کمونستان در وقت آخر رژیم داود به پاکستان رفت و به آی ایس آی و سفارت امریکا و انگلیس معرفی و به آمدن جهاد چهره کلیدی شد، و جنایت نابخشودنی شان حمله بالای رژیم داود از پاکستان بود، که کمونستان بدین وسیله مسلمانان را برای داود مزدور پاکستان معرفی و باعث شهادت چهره های کلیدی چون داکتر عمر، خواجه محفوظ وغیره گردید در وقت جهاد هم وظیفه گلبدین شهادت چهره های ممتاز جهادی چون نسیم آخندزاده ... و جنگ با جبهه های جهادی و مجاهدین بود و در وقت کامیابی مجاهدین هم یکی از اشخاص کلیدی اشتغال جنگ بود. ۲. دوستم این کمونست، کافر دو آتشه و بد اخلاق که در وقت نجیب جنگ با مجاهدین و تجاوز به مال و نوامیس مردم جز از وظایف آن بود، و در وقت سقوط کابل همرای مسعود به کابل با نیروهایش آورده شد و در قدم اول در پهلوی مسعود و بعدا با مزاری و گلبدین جبهه جدید جنگ باز و باعث کشتار مردم بی دفاع کابل شدند و با دیگر جنایات که در سمت شمال انجام داد. ۳ . مسعود که منسوب به ستم بود در دوران رژیم داود به پاکستان رفت و به آی ایس آی آشنایی پیدا کرد و بعدا آی ایس آی آنرا با گلبدین یکجا با سفارت انگلیس و امریکا فرستادند و بعد از آن از اثر دستورات این منابع استعماری مسعود و گلبدین در بطن جهاد چهره های معروف و رولهای گوناگون جنگهای تنظیمی براه انداختند و ضمنا مسعود در سالهای آخیر جهاد رئیس شورای قوماندانان جهاد در پشاور شد، این شورا که توسط سفیر وقت امریکا در پاکستان بوجود آمد هدف آن سبوتاژ طرح ملل متحد بود که میخواست در افغانستان برای مدت پنج سال حکومت بی طرف به وجود بیاید و انتقال قدرت از نجیب به شکل مسالمت آمیز صورت گیرد ولی سی آئ ای توسط این شورا که مشتمل بر هشتاد قوماندان و افراد سرشناس بودند طرح ملل متحد را با تقابل گلبدین و مسعود و سقوط رژیم نجیب سبوتاز و بنیان خانه جنگی گذاشتند، که گلبدین از راه معامله با نیروهای څارندوی که خلقی بودند و مسعود توسط معامله با گروه پرچم نیروهای آن راسا از میدان هوایی بگرام به کابل آورده شدند، و اکثر قطعات نظامی به مسعود تسلیم شدند، و بنیاد خانه جنگی گذاشتند و بدین وسیله کمونستها از میدان محاکمه فرار و در چتر حکمتیار و مسعود داخل جنگ شدند یا به خارج متواری شدند و ازین راه بر تمام جنایات کمونستها سرپوش گذاشته شد و مجاهدین در چهره قاتلین و متجاوزین به جهان معرفی شدند. ۴ . مزاری این نماینده مستقیم پاسداران ایران که بعدا به انگلیستان رفته و در یک سخنرانی از آنجا خود را رهبر مردم معرفی میکند، یکی دیگر از جانیان و بنیانگذان جنگ است، که جنایات شان نزد مردم مشهود است و اگر بگویم که مزاری باعث سرنگونی حکومت مجاهدین شد مبالغه نباشد، زیرا نیروی مزاری در داخل شهر کابل که تقریبا بخش وسیع شهر بدست داشتند نیروهای دولت را ضربه زدند و باعث تضعیف نیروهای دولتی شدند، و ضمنا بی امنیتی در داخل شهر بوجود آوردند، و حالا هزاره هرچه می بند از مزاری است، حال آنکه گلبدین هیچ نوع تسلط بر شهر نداشتند بجز راکت پرانی. هر کدام این چهار تن جاسوس، قاتل، بی دین، دشمن خدا و خلق خاینین ملی و مزدور شبکه های جاسوسی بودند، که از هیچ وجه و هیچ نگاه قابل بخشش نیست، نزد من نه صبغه ملی دارند، نه دینی. از جانبی تمام مبارزین و شخصیت های کلیدی افغانستان کسانی بودند که در وقت داود به زندان رفتند و توسط رژیم داود شهید یا بعد از کودتای هفت ثور شهید شدند. لذا تمام کسانی که از میدان مبارزه و زندان فرار نمودند نه تنها آنها مجاهد و مبارز نیست، بلکه توبه شان پذیرفته نمی شوند. لذا دو نوع شخصیت ها وارثین دینی و ملی شمرده کشور میشوند، اول آنکه در وقت رژیم غاصب داود به زندان رفتند و دوم آنانکه در وقت جهاد به صحنه عملی جنگ رفتند و مقاومت نمودند، مابقی تمام کسانی که به پاکستان و ایران این دو کشور که رژیم های شان در طول تاریخ دشمنان افغانستان هستند رفتند، و توسط حمایه رژیم های این دو کشور در سطح رهبری تنظیم ها قرار گرفتند تمام شان معامله گران و مسولیت خونریزی و مسلمان جنگی به عهده دارند و در ریختن تمام خونهای که از آمدن رژیم های مزدور حضرت و ربانی و بعدا رژیم کرزی و غنی تا امروز شریک هستند و در دنیا و آخرت پاسخگو خواهند بود.,Neutral,2,kaktos
این گروه به کومک فلسطین چرا نرفت معلوم میشه که مسلمان نیست آمریکای واسرائل است,Fear,7,kaktos
ګو ميخورى لوده دروغ کو,Anger,6,kaktos
امو یا ماما؟,Suprise,3,kaktos
تو آدم نشدی شما پنچشیریها به خود خود وفا ندارین فقط مزدور هستین پول هرکس بده زن خود تقدیم میکنید,Disgust,4,kaktos
اشرف غنی بسیار خوب کرد افغانستان را به طالب ها داد,Anger,6,kaktos
آقای لشکری افراد وقتی ببینند قانون اجرامی شودبخاطرشنیده شدن صدای شأن به قومیت پناه می برند آنچه امارت اجرامی کنند پشتون تاجک وهزاره وغیره ندارد,Fear,7,kaktos
چی پوشیدی او جوان؟!!!!,Suprise,3,kaktos
بیدر همین آدم راست می گوید ما که خر هستیم و یک دگر خود را می کشیم ، اینها مسولیت ندارند ! خر نشوید نکشید !,Neutral,2,kaktos
چهار روز دیگه که شما به قدرت رسیدید باز بر سر قدرت به سر کله هم میزنید او مردمی که از شما و یا از طالبان حمایت میکنند یا دیوانه اند یا مجبورند . مرد محمولی آرامش آسایش و رفا میخواهند گور پدر هر کس که حکمومت میکنند,Neutral,2,kaktos
این هم نمونه از اخلاق مقامت گر دوره اول. کسیکه ریس دفتر جناب مارشال هم بوده. و فردا باز از جمله اهل و مطلق با گهواره مقاومت صاحب چوکی و مقام بلند باشد.,Neutral,2,kaktos
مه از اینکه شما وکیل بودین واقعا که بسیار زیاد متاثر هستم حیف نام سیاست که شما آنرا بالای خود گذاشته آید که عبارت از سیاست مدار تو یک آدم بسیار پست وبی جدان هستی شهرک آریا یادت هست کارمند امنیت ملی که شلیک کرد به دستت,Sad,5,kaktos
طالبا هيچ حمله ی انجام نداده اين کليپ که نشان داده جنگ سالها قبل داخیل افغا نستان اس ههههههههه,Happy,1,kaktos
سلام و خسته نباشید عرض میکنم خدمت شما سوپر خبرنگار وطن مختار لشکر و همکاران تان امیدوارم همیشه خوب و خوش سلامت باشید ممنون ازشما آقای لشکری رئیس جمهور محترم مرحوم شهید دکتر نجیب الله انسان پاک درست و باشخصیت وطن پرست و دلسوز ملت افغانستان بود بیشتر کلیپهای دکتر نجیب الله که در یوتیوب موجود است دیدم و شنیدم خدابیامرزشان در حضور موسفیدان که از ولایت پنجشیر و سمت شمال آمده بودن صحبت میکردن ببینید که چقدر از مجاهدین خدا نترس درخواست میکند که بیاید باهم کشور مان افغانستان را بسازیم نیازی به توزیع نیست که عرض کنم بنظرم همه هموطنان مان دیدن و شنیدن سخنان تاریخی رئیس جمهور اسبق و شهید دکتر نجیب الله را روحش شاد و یادش گرامی باد همیشه گرامی خواهد ماند لعنت بر نا رئیس جمهور نامرد بیغیرت و فراری و بی آبرو آقای لشکری واقعاا بهترین و صادق ترین خبرنگار هستید آفرین برشما که همیشه سعی کردید و سعی میکنید در برنامه هایتان حقیقت و صداقتهایکه مخفی شده از ملت افغانستان به تصویر بکشید و به زبان مهمانان که دعوت میکنید بیارید من همیشه برنامها و کلیپ های تان را نگاه و بادقت گوش ميکنم کارشما بسیار بسیار عالي و درست است آقای لشکری نام خدا به شما جوان وطن پرست ایول به شما جوانان افغانستان هرکدامشان که در هر رشته که درس خواندن و تخصص دارن همچون شما باعشق و علاقه و باراستی و صداقت کارشان انجام بدن تا کشور عزیزمان افغانستان ازین روزهای تاریک بگذرد آرزوی موفقیت دارم برای شما همکارانتان و تمامی جوانان وطن انشاالله که درتمام مراحل زندگیتان موفق پیروز و سربلند باشید مختار لشکری جوان پاک صادق و روراست افغانستان الگوی جوانان افغانستان درود برشما زنده باد مختار لشکری به امید آزادی و آبادی افغانستان در راه ترقی و پیشرفت,Happy,1,kaktos
زنده باد هندوستان نژاد فرست ها حسرت میخوره مرگ بر پاکستان توروروس مونافیق است,Neutral,2,kaktos
امیری جان صداقت و پشتکار تان قابل قدر است اما متاسفانه مردم این سرزمین مثل اینکه در راه راست قرار نیست هدایت شوند تعفن قوم پرستی نژادی مذهبی زبانی مثل خوره جان و ریشه این مردم خصوصا به اصطلاح بزرگان سران قبیله ره خورده و هیچ امیدی به آدم شدن این ها نیست متاسفانه به نظر من این ها لیاقت شما را ندارد بروید جایی که از شما قدر دانی و لیاقت شما را ارج بگذارد و این استعداد و توانمندی و پشت کار شما ثمری برای خودت و خانواده ات داشته باشد این مردم را بگذارید که به آتش خشم فاشیستی و قومی و مذهبی و زبانی بسوزد,Sad,5,kaktos
با شاخ ګاو بی احتیاطي نمودن، کار عاقلانه نیست.,Suprise,3,kaktos
الاهى تباه شود خاندان حكمتيار,Hope,0,kaktos
سلام آقای لشکریعزیز برنامههایشما بسیار عالی است تشکر فقط خواستم بگویم همین خانم مینه در گویندگی خود نیز عالی است فقط بعضی اشتباهای گرامری در گفتار شان وجود دارد که امیدوارم شما متوجه شوید,Happy,1,kaktos
خداوند سرنگونت کند تو مرغ دزد را.,Hope,0,kaktos
جناب آقای لشکری ممنون از از برنامه تان اگر ممکن است از مهمان هایی که رعس کار دولت هستن سوال بکنین که به هر دلیل خاسته یا ناخواسته که دولت سقوط کرد چرا یه کودتایی مثلط آمیز انجام ندادن با این همه تجهیزات پیشرفته آیی ک در نزد آنان بودند با نیروهای تعلیم دیده ۲۰سال اخیر با قبولی طاعات و عبادات تان عید فطر مبارک,Neutral,2,kaktos
لشکری احمد مسعود یک خاین ملی افغانستان است مسلی پدرش احمد شا مسعود است شما این دروغ های شاخدار را نشر نکن شرم است برایت,Sad,5,kaktos
